8.520439045,0.07067271,8.226791197,0.210417048,5.694093964,0.156415006,6.50191323,0.461190567,7.383590558,0.392940355,5,3,3,0.608836596,2,2,8
7.553479946,0.146984424,9.773358706,0.355402059,9.226177704,0.295178847,7.177796706,0.198664711,6.376968515,0.01590546,8,2,3,0.686010338,4,1,7
9.635777818,0.284904327,7.603238038,0.439268082,6.755949108,0.037716175,6.328390586,0.103610397,5.778015438,0.185727487,7,8,4,9.57E-01,5,3,6
17.17347082,0.039462551,16.70518904,0.144749652,14.79354894,0.334638586,13.08224093,0.423158727,14.90668539,0.286984533,5,4,5,0.353009095,2,0,7
10.18779169,0.056418652,7.316508763,0.312237266,6.968435819,0.436444267,6.626272236,0.351052958,7.927688589,0.199564988,6,6,2,0.847245156,2,7,6
15.61634941,0.318976966,17.3637611,0.266208901,17.0874342,0.040050674,18.10700599,0.010548377,17.79672652,0.12146399,8,7,7,0.856509566,2,4,7
9.44362994,0.077487366,7.008524271,0.279674782,7.634758806,0.162656257,10.33470788,0.100732287,7.844125341,0.455373933,0,7,3,0.85042408,3,4,6
13.76832712,0.047120124,16.08341907,0.480961334,14.48917134,0.159635114,14.4806428,0.270877919,11.79125568,0.482163958,7,2,6,0.694651092,2,5,7
16.39265628,0.284472446,16.42444447,0.425305014,17.08638597,0.088897037,16.54561662,0.331861423,13.70570389,0.243205767,5,3,3,0.028742272,1,4,7
14.05228835,0.139857849,13.10466246,0.255846842,13.99660447,0.494437601,14.08008828,0.119149311,16.57162437,0.227316318,4,4,1,0.025475297,4,1,7
6.368116738,0.208241027,7.057601122,0.278754096,8.165143984,0.156263861,8.922381817,0.112043774,8.112288151,0.465969853,4,6,8,0.988886823,2,2,5
11.23025185,0.309385464,11.3271485,0.395551822,11.89241357,0.430979423,13.02838763,0.217432432,11.44281439,0.421392668,1,3,2,0.075890816,0,6,7
6.620001173,0.205524584,5.095849839,0.193390203,6.902790053,0.464680056,7.693686958,0.368362411,8.284588384,0.110719745,0,0,8,0.508497689,4,2,5
16.78964099,0.455781778,17.06442598,0.031416375,15.37549956,0.316254794,12.74418451,0.459958625,10.61254381,0.015991503,5,1,4,4.94E-02,1,5,5
14.59560552,0.376147334,13.14745014,0.092421303,10.955631,0.178916999,11.71928097,0.33242684,11.44089245,0.189772102,5,6,5,0.64735399,5,0,8
